sim_0,sim_1,sim_2,sim_3
6.817221903943702,6.816741684886979,6.769440107799575,6.7584911133062455
6.794291443985088,6.8086980156868355,6.758347047589228,6.745189045434965
6.788912990549769,6.802671266524938,6.751888101276279,6.73966652628263
6.788624859115734,6.789921450568891,6.741827512037891,6.7459814068785615
6.766198629166681,6.786175741926438,6.745549209727509,6.748526567879203
6.762476931477062,6.763629457213201,6.736857244800788,6.731814944705177
6.758226992825048,6.760363967627473,6.731766922799505,6.722594738816059
6.749583049803999,6.750519476964612,6.732727360912954,6.709004539510743
6.7577467737683214,6.744492727802714,6.728549455119447,6.702545593197793
6.746053439737071,6.725548086014916,6.734576204281344,6.688090999590373
6.742763939198505,6.71037316382241,6.721058037834538,6.682760568060727
6.744492727802714,6.729245772751699,6.70268965891481,6.692004784902681
6.732919448535644,6.724875779335502,6.694742033526013,6.678342552738858
6.737817682914239,6.729149728940353,6.70537888563247,6.683456885692978
6.7301101670538035,6.721418202127082,6.709052561416415,6.674932997436111
6.726748633656729,6.710997448596152,6.702329494622267,6.669794653529154
6.713542609596794,6.718416833022551,6.700768782687911,6.666337076320734
6.719809468287053,6.712750248153198,6.685497816684059,6.667153448717166
6.723843308363543,6.70045664030104,6.701152957933291,6.6732762416904094
6.731694889940996,6.700960870310601,6.695030164960048,6.677862333682133
6.729509893232897,6.702089385093905,6.694477913044814,6.666385098226407
6.723795286457872,6.702185428905249,6.68165606423026,6.680743648022482
6.721538256891264,6.6897237443832385,6.674140635992514,6.669098335896902
6.712918324823051,6.693397420167184,6.685569849542567,6.675989479360905
6.720865950211849,6.704994710387091,6.6872025943354325,6.673564373124445
6.712846291964542,6.70595514850054,6.685737926212422,6.6867944081372155
6.698823895508175,6.7136626643609745,6.693733573506891,6.689963853911601
6.693277365403002,6.7098689338128485,6.7068675647083165,6.68919550342084
6.68900341579815,6.718993095890621,6.707155696142352,6.69092429202505
6.6874667148166305,6.710757339067789,6.702305483669431,6.684033148561048
6.689651711524729,6.71368667531381,6.7060992142175575,6.689843799147419
6.681872162805785,6.7136626643609745,6.708668386171036,6.682520458532364
6.688283087213063,6.717960624918662,6.704898666575745,6.683961115702539
6.689867810100255,6.710325141916736,6.696782964517094,6.687322649099613
6.69265308062926,6.706891575661154,6.676157556030759,6.686386221938999
6.69860779693265,6.71433497104039,6.68273655710789,6.685473805731223
6.695798515450808,6.717600460626119,6.682904633777745,6.689963853911601
6.705402896585306,6.710445196680918,6.675845413643888,6.683600951409995
6.7035060313112425,6.71363865340814,6.657621100441177,6.679447056569325
6.701369056508817,6.695654449733791,6.660502414781527,6.683240787117452
6.7012249907918,6.694549945903323,6.675725358879706,6.673876515511316
6.709892944765684,6.695510384016773,6.681199856126371,6.678750738937073
6.705138776104108,6.685425783825551,6.680599582305464,6.669746631623481
6.705643006113669,6.686986495759905,6.681704086135932,6.669194379708248
6.710757339067789,6.676445687464795,6.684393312853591,6.6809117246923355
6.702233450810922,6.66828196350047,6.696398789271715,6.690251985345635
6.702185428905249,6.663623838650238,6.700504662206713,6.678102443210495
6.698511753121304,6.665832846311173,6.696566865941568,6.666577185849096
6.6897237443832385,6.662759444348135,6.687082539571251,6.6693144344724296
6.694549945903323,6.668017843019272,6.678030410351987,6.68619413431631
6.690660171543852,6.675605304115525,6.691548576798793,6.688931382939641
6.683745017127013,6.690372040109816,6.698799884555339,6.696326756413205
6.67577338078538,6.693733573506891,6.694910110195867,6.7013930674616535
6.681848151852949,6.697887468347561,6.693829617318236,6.7081161342558016
6.66585685726401,6.710565251445099,6.678342552738858,6.715583540587874
6.676109534125086,6.700432629348203,6.672291792624124,6.716495956795652
6.666769273471787,6.701176968886127,6.670322894491552,6.73709735432915
6.68011936324874,6.6888113281754595,6.675845413643888,6.732775382818627
6.675365194587163,6.673372285501754,6.675389205539999,6.729005663223336
6.6806716151639725,6.666072955839535,6.683817049985521,6.720337709249452
6.675965468408069,6.663263674357696,6.672531902152486,6.711597722417057
6.683745017127013,6.665832846311173,6.673180197879065,6.707515860434897
6.683216776164616,6.668378007311816,6.6752931617286535,6.693949672082417
6.684681444287627,6.661126699555269,6.682280349004002,6.698775873602502
6.67435673456804,6.653803358940214,6.691044346789232,6.693373409214348
6.6622071924329,6.666337076320734,6.690203963439962,6.695222252582738
6.660094228583311,6.662879499112315,6.684801499051808,6.681944195664295
6.669386467330938,6.6711632778408205,6.685545838589731,6.676181566983595
6.680023319437394,6.66547268201863,6.677574202248097,6.678294530833185
6.6746928879077485,6.668185919689126,6.676157556030759,6.676565742228974
6.6872025943354325,6.670250861633042,6.668257952547634,6.673132175973392
6.683769028079849,6.66732152538702,6.66808987587778,6.679038870371109
6.6820882613813115,6.666937350141641,6.665424660112957,6.6806716151639725
6.683216776164616,6.679879253720377,6.660070217630474,6.676493709370466
6.678126454163331,6.67762222415377,6.663984002942782,6.689387591043531
6.673228219784738,6.679206947040962,6.662327247197082,6.685305729061369
6.674620855049239,6.68907544865666,6.66074252430989,6.680719637069646
6.674981019341782,6.683096721400434,6.663047575782168,6.681127823267862
6.6741886578981875,6.686602320514526,6.671859595473071,6.682784579013563
6.679711177050523,6.692364949195225,6.6694104782837735,6.6863622109861645
6.68504160858017,6.683408863787306,6.671811573567398,6.6817521080416045
6.683600951409995,6.6841051814195565,6.668137897783453,6.678414585597366
6.682232327098329,6.684057159513884,6.680791669928154,6.679206947040962
6.680743648022482,6.679447056569325,6.6819201847114575,6.676757829851664
6.691908741091336,6.675053052200291,6.667465591104038,6.677502169389588
6.672099705001434,6.673588384077281,6.666913339188805,6.671499431180527
6.6704189383028964,6.677982388446313,6.667633667773892,6.681007768503681
6.676085523172251,6.682784579013563,6.66751361300971,6.681608042324586
6.672483880246814,6.69111637964774,6.667993832066436,6.680095352295903
6.677358103672571,6.687946933873356,6.673804482652807,6.675149096011637
6.68011936324874,6.686338200033327,6.669338445425265,6.672940088350702
6.68919550342084,6.677021950332865,6.664992462961904,6.669482511142283
6.687730835297829,6.661967082904537,6.674764920766257,6.675245139822982
6.67762222415377,6.655796268025622,6.673948548369824,6.66847405112316
6.67685387366301,6.658485494743282,6.672411847388306,6.672195748812778
6.673468329313099,6.6556281913557696,6.681439965654733,6.671499431180527
6.673708438841461,6.664968452009068,6.678534640361548,6.672291792624124
6.674644866002075,6.669602565906464,6.68677039718438,6.6690743249440665
6.663719882461583,6.675821402691052,6.680623593258301,6.6749570083889465
6.668209930641962,6.681103812315025,6.676253599842103,6.6762055779364315
6.674140635992514,6.676877884615846,6.664776364386379,6.685593860495403
6.678030410351987,6.680095352295903,6.66828196350047,6.6778863446349686
6.677502169389588,6.692364949195225,6.6812478780320435,6.673756460747135
6.687922922920519,6.690972313930724,6.684969575721662,6.676565742228974
6.685329740014205,6.690612149638179,6.6930852777803125,6.692869179204786
6.681872162805785,6.684705455240462,6.68919550342084,6.686530287656017
6.678078432257658,6.689795777241747,6.6993761474234095,6.694621978761831
6.681343921843388,6.705234819915454,6.696206701649025,6.685689904306749
6.677910355587805,6.691596598704466,6.699064005036538,6.694742033526013
6.676013490313742,6.685954024787947,6.701729220801361,6.68907544865666
6.673732449794299,6.678990848465436,6.695582416875283,6.674884975530438
6.6815840313717505,6.679591122286341,6.682640513296546,6.6714273983220185
6.6940937377994345,6.668378007311816,6.680479527541283,6.666721251566114
6.693277365403002,6.667801744443746,6.6838410609383585,6.660286316206001
6.6847774880989705,6.666457131084916,6.688907371986805,6.654739786100828
6.6848495209574805,6.6719316283315795,6.6869624848070695,6.659229834281206
