,Computerisation Probability,u,e,c_u,c_e,u_start,u_change,c_u_start,c_u_change,size
315,0.3771333333333333,0.04847729512763009,5124.096153846154,0.06367421408486744,5179.307692307692,0.05104724792985874,-5.03445906772464,0.06548405359501792,-2.7637866179502653,50.053706433538096
321,0.5723928571428571,0.05451631726547134,22397.565384615384,0.06502508924586528,22635.728205128205,0.05898128352274858,-7.570140883005949,0.06626949102677258,-1.877789857182652,93.58880884524466
324,0.4445,0.03258082826351138,1953.45,0.06446741245136187,1972.774358974359,0.0475384057094472,-31.464196627366782,0.06578947368421052,-2.009533073929958,42.096095317629185
325,0.595,0.04769106755523432,3047.391025641026,0.06560772405201276,3077.025641025641,0.049413049413049415,-3.4848726768931986,0.06624271330153683,-0.9585797710815369,44.84010639287921
331,0.5144736842105263,0.06926965883907445,49099.64102564102,0.06453977380703131,49628.928205128206,0.07284419423938251,-4.90709717861843,0.06637144722217321,-2.7597310165778306,161.2685778010934
332,0.3727666666666668,0.09346257211559897,130082.09358974358,0.0640526939973504,131637.97435897434,0.09944264434094102,-6.013589305649657,0.06638394920029216,-3.5117754081004438,367.97244619376266
333,0.47089655172413797,0.05878932524093786,32647.36923076923,0.06434873591682637,32981.54871794872,0.06405460484073588,-8.219986077331223,0.06635279865642466,-3.0203138076742473,119.52521559498865
334,0.6395000000000001,0.0583095046166433,8921.784615384615,0.06754436054905442,9018.897435897436,0.056123351915759664,3.895263961006848,0.06599601075362067,2.3461263457485657,59.60129375694898
335,0.4350000000000001,0.06069944343059796,43971.794871794875,0.06423805515003478,44445.10769230769,0.06663584380247858,-8.908719441562493,0.06633017875920084,-3.1541051875664694,148.24515253257672
336,0.4009714285714286,0.05012629523034082,15152.520512820513,0.06409255127062355,15308.071794871796,0.05577299412915851,-10.12443206068716,0.06635308874255252,-3.4068308119005204,75.2973385520834
341,0.13,0.05240826522455606,29487.35641025641,0.06335610544462233,29863.348717948717,0.05678968289370644,-7.715164878365512,0.06632434745400086,-4.475342952204906,111.52251802394282
342,0.14278235294117647,0.053494402097040636,27133.028205128205,0.06336768715146243,27501.97435897436,0.05842948717948718,-8.44622350917894,0.06627565982404691,-4.387693280315525,105.56384046673607
343,0.4163666666666667,0.05116994512012305,6998.807692307692,0.06399681700273632,7081.651282051282,0.056352985509232296,-9.19745483273483,0.06630944407233758,-3.487628499913809,54.76479166220465
344,0.0933125,0.048533541847537026,7297.803846153846,0.0632090318878522,7384.041025641026,0.0520190515634707,-6.700448414905931,0.06617291901465143,-4.4790031495255604,55.51653489107305
345,0.365,0.04955809131692597,3550.279487179487,0.06341977623142767,3599.517948717949,0.049463731301157214,0.19076606896930245,0.06500274273176083,-2.43523032076571,46.10209586205031
351,0.18,0.06183250178759581,51588.876923076925,0.06347815443606442,52265.04615384615,0.07026713753358177,-12.003670623347809,0.06633103121839971,-4.300968536041593,167.5943726983702
352,0.6108333333333333,0.05172392785848396,3093.175641025641,0.06608652769673495,3127.1589743589743,0.04916512059369202,5.2045174178221,0.065775950668037,0.4721741389423568,44.95498781344373
411,0.8829714285714286,0.1249758699149759,103470.98076923077,0.08675207283927973,104528.88717948718,0.10589386768257349,18.01993132369332,0.06643052021000986,30.590687179667423,299.87719307499526
421,0.6716666666666667,0.055456386284145995,1302.503846153846,0.06885958556730908,1318.1128205128205,0.048151965837137385,15.169516591937452,0.06563039723661486,4.920263272294608,40.46410391849951
422,0.7276000000000002,0.07871066209842774,44167.02307692308,0.07287779464374089,44624.37435897436,0.07086095924152244,11.077613033927998,0.06636500754147813,9.813586020000477,148.7407834558177
432,0.7771111111111111,0.11003759797738058,62937.39487179487,0.07661060697625192,63579.015384615384,0.07697172499919946,42.95846686367626,0.06637697251820375,15.417446849118676,196.46234064287844
441,0.9575,0.07422170827670442,1861.873076923077,0.09633535213107643,1880.025641025641,0.04971675611210495,49.289121175452244,0.06643558636626228,45.00564742512461,41.866464203264066
442,0.86,0.08190847562788889,10259.310256410256,0.0842375790432744,10380.979487179487,0.05476781553176259,49.555856542034384,0.06632228951430946,27.01247146345815,62.967608118189354
443,0.6745652173913044,0.05429815158810776,648.1294871794872,0.06763400626522799,659.3692307692307,0.052568697729988054,3.2898929073777134,0.06321839080459771,6.984700819542445,38.82416707863304
511,0.368875,0.050649815434965495,7825.373076923077,0.06398956915165101,7918.753846153846,0.050662061024755324,-0.02417112439196947,0.06634364517331345,-3.5483067225395186,56.84320424664615
512,0.732,0.07809642278309324,27963.26794871795,0.07318339560268353,28249.05641025641,0.05701029863459205,36.98651761790069,0.06635214572243106,10.295446825230684,107.66476588322222
513,0.8566666666666666,0.07877076218630594,14470.979487179487,0.08390683317847525,14617.328205128206,0.05556337494451241,41.767418312817135,0.066440821511751,26.288073008903325,73.57875087718324
514,0.3434166666666667,0.04939981485904641,9602.770512820513,0.06393795309431773,9717.164102564102,0.0503286335206191,-1.8455074111880334,0.06646026831785345,-3.795222750941182,61.314988057046065
515,0.78,0.08552747369511962,28643.610256410255,0.07682697312836287,28958.20512820513,0.06098111682848281,40.25238982696329,0.06632080762759394,15.84143178678308,109.38667477433972
516,0.3552625,0.05048164597945032,3254.2051282051284,0.06359005951850884,3289.425641025641,0.04987241939225238,1.2215701476327077,0.06555891238670696,-3.003181103104041,45.35906108555075
522,0.6373000000000001,0.11020550886617922,173672.57564102564,0.06760845676590943,175490.53333333333,0.10064387976994814,9.500457571873284,0.06647580850465161,1.703850297929907,479.7757215228555
523,0.934,0.09224468066956353,8390.234615384616,0.09278877907737078,8466.774358974359,0.056751732296772016,62.54073124532679,0.06622078008078935,40.12033528473761,58.26398788076972
524,0.855,0.08341348156024461,5671.642307692307,0.08370915316721825,5730.6051282051285,0.056828546947124026,46.780950844751445,0.066226598852938,26.398085689258792,51.429239581816816
531,0.24,0.0746702743450914,122805.16538461538,0.06366688888157952,124377.93846153846,0.081984552884138,-8.921532510378231,0.06638593444757977,-4.095815760712513,349.3381654834899
532,0.4005555555555555,0.08279754283171388,177481.54230769232,0.06418808074603298,179485.2564102564,0.09727799447413395,-14.885639574190023,0.06642338890910258,-3.365242574612571,489.5582763982218
533,0.419,0.0637351042237193,71625.19358974359,0.0641873907566941,72454.00512820513,0.06566556375668109,-2.9398354670569353,0.06637486117462599,-3.2956308747326286,218.59056985440216
534,0.370217391304348,0.0786778018290013,156615.87820512822,0.06406725533362348,158423.87179487178,0.08705544686827306,-9.623343903969952,0.0663965551474238,-3.5081636519070263,435.99359821409945
535,0.595,0.0502018005057857,8318.95,0.06573610946462279,8406.34358974359,0.055457768302055184,-9.477423915874924,0.06625921614280171,-0.7894851593950746,58.08466840155533
541,0.4788461538461538,0.060334566015100156,33631.807692307695,0.06438196024481012,34004.31794871795,0.06139646599243002,-1.729578339998901,0.06635008224120549,-2.9662691136396306,122.01938423762196
611,0.6699999999999999,0.06646798876251576,13278.90641025641,0.06928513736852907,13420.158974358974,0.05245130765434965,26.72322528264697,0.06642525744030779,4.305410379163781,70.57374538842505
612,0.6119999999999999,0.05449426977508377,6412.808974358974,0.06637651227821705,6477.158974358975,0.05127224029079778,6.284159744165258,0.06618740704015866,0.28571180911143623,53.29175403256209
613,0.76,0.06772278911263396,2699.2102564102565,0.07533754094431573,2730.276923076923,0.050322664754579235,34.57711240633647,0.06664977192093259,13.034956869304134,43.96655616883367
621,0.7185714285714286,0.05913244205059151,2570.9628205128206,0.07212310535231098,2595.6,0.049561434785709194,19.311400701502837,0.06599832915622389,9.28019886926107,43.644839000674025
711,0.6697647058823529,0.13813288067355542,75639.50256410257,0.06922909968724285,76422.61538461539,0.08744373144334834,57.96773352821381,0.06634600095404675,4.345550133749619,228.82275918556786
712,0.6669166666666667,0.09534003466823004,27039.548717948717,0.06906195438839943,27316.061538461538,0.06198267974551567,53.81721968083788,0.0663004990659938,4.165059631990016,105.32731569001885
713,0.7812500000000001,0.10280400905207678,16240.108974358975,0.0769467691793029,16413.96923076923,0.05468840694422458,87.98135618930016,0.06631812942532521,16.02674841114998,78.04061577570026
721,0.7771428571428572,0.11421205355656566,18078.384615384617,0.07658623141390125,18275.71282051282,0.05607671659062669,103.67107865879647,0.06630511496601166,15.505766716730296,82.6795186972597
722,0.85,0.13097340874986524,36726.73717948718,0.0832305266485443,37106.338461538464,0.06664826649115731,96.51435160319197,0.0664032285185808,25.341084319800697,129.86388980461174
723,0.5946363636363636,0.095841900342244,47641.06282051282,0.06572110405422271,48098.071794871794,0.06978144713856772,37.345819372199365,0.06632177084216775,-0.9056856901099736,157.56307425956084
731,0.6378695652173914,0.060674768385445346,3184.129487179487,0.06719163847951287,3220.2410256410258,0.049875,21.65367094826134,0.06545012165450122,2.6608305393300746,45.18321506848137
732,0.7275,0.06227907371715083,5790.2692307692305,0.07290923363800125,5856.5179487179485,0.05208595124403116,19.56981149362758,0.06613691931540343,10.239839400896527,51.72729928371726
741,0.5389375000000001,0.07821838226580835,35522.752564102564,0.06464311125454857,35878.553846153845,0.06319810629680528,23.766971590036963,0.0664101706256273,-2.6608264282893446,126.81166527640765
742,0.5337333333333335,0.054541295412652964,9055.752564102564,0.0644740578081644,9141.148717948718,0.0523314810340662,4.222724705895944,0.06614529350796193,-2.5266131740671245,59.93838509911072
752,0.83375,0.0883267101819309,7039.241025641026,0.08164376195701337,7111.830769230769,0.05584826132771338,58.1548074767027,0.06628499865819841,23.170798234474006,54.86644423269984
753,0.6013545454545455,0.04999926137664621,1978.7346153846154,0.06491469619874289,2002.6410256410256,0.047093451066961,6.170306579472187,0.06439854191980558,0.8014999463498208,42.15949920054531
761,0.7809999999999999,0.07595342662498589,5559.455128205128,0.07664436143736077,5622.123076923077,0.04892046159573148,55.25901462796734,0.06576100024044242,16.549871743321177,51.14737581095142
811,0.7727272727272727,0.11637964713200846,6031.4384615384615,0.07629921112938785,6093.5641025641025,0.053683396799038,116.7889032202485,0.06637564360868592,14.95061589037961,52.33330814676236
812,0.88,0.10807297845104183,8651.457692307693,0.08632136547123925,8735.620512820513,0.053713234643886734,101.20363103721951,0.06615268121429063,30.488082851268743,58.921151685876694
813,0.8671428571428572,0.10349823210070754,3132.9679487179487,0.0848796022969044,3165.251282051282,0.051614179067582935,100.52286788323862,0.06562439683458791,29.341535147135804,45.05483584518893
814,0.8736842105263157,0.0945158885471997,8022.547435897436,0.08556354111858273,8110.3948717948715,0.05426386306568783,74.1783264357455,0.06605888506949634,29.52616597837943,57.33911345775397
815,0.8657142857142857,0.0884244478293429,3211.730769230769,0.08451478200350881,3237.9538461538464,0.05198583967799816,70.0933338329179,0.06559546313799622,28.84241982667482,45.25247621975117
816,0.8160000000000001,0.0793153372864084,10092.28205128205,0.07993713355878221,10192.102564102564,0.05071583371642477,56.39166602267928,0.06620786337857644,20.736615682191445,62.547129539909506
817,0.7342857142857142,0.09878382424819589,11679.973076923077,0.07341594952064821,11805.635897435897,0.05375429260897813,83.76918280140637,0.06649000240905806,10.4165240797865,66.54509336032137
818,0.8128461538461538,0.09186849216818863,5363.402564102564,0.07975410555286723,5432.107692307693,0.05515261874633499,66.57140541362506,0.06649063850216035,19.94787138384292,50.654841687630736
819,0.6951250000000001,0.07338805283825653,13986.78205128205,0.07071404804550295,14136.16923076923,0.056618424751984794,29.618676534591977,0.06625464830042424,6.730697180457534,72.35802700162252
821,0.9157142857142856,0.11576474257596732,28015.960256410257,0.09054255013821517,28307.548717948717,0.06865245176354921,68.62433839170215,0.06637985266960245,36.400649439340555,107.79811763414587
831,0.6386666666666667,0.07460349041505758,4364.910256410257,0.06757888918393115,4411.810256410256,0.04884295252904052,52.74156567562256,0.06618168914123491,2.111158026980158,48.14711101877704
832,0.5836153846153846,0.0639137278288462,15189.648717948718,0.06527160431026709,15359.979487179487,0.052951532156021344,20.702320077396102,0.0661480686695279,-1.325003702889009,75.39097289789892
833,0.5446666666666667,0.10704544295587155,67843.57564102564,0.06466560148321454,68548.60512820513,0.07388909153829606,44.8731344875053,0.06636132822223328,-2.5552935488874344,208.95577830675722
834,0.7290769230769231,0.1084680519454802,24704.015384615384,0.07297309550469121,24956.54358974359,0.06028237110174243,79.93328723319742,0.0663228763787423,10.027036656209349,99.4195932234399
835,0.725,0.05528715521113752,771.1448717948718,0.0718656757233056,783.2358974358974,0.05119047619047619,8.002814831059347,0.06244260789715335,15.090765974529122,39.132406766974576
911,0.4657142857142857,0.07131948342880298,68025.5358974359,0.06433285760832375,68758.13333333333,0.06224499414243971,14.578665178435816,0.06634040239260468,-3.026126933026749,209.41927792521847
912,0.6133333333333334,0.0638281023079364,4470.996153846154,0.06639877393532233,4520.348717948718,0.05394021739130435,18.331192188013066,0.06614647987231778,0.38141721750204716,48.4134880152135
921,0.8833333333333333,0.08637320590991425,1864.9371794871795,0.08623909871052252,1881.6820512820514,0.04334644378892166,99.26249620502715,0.06490614062997137,32.86739570939817,41.87414730768725
931,0.8177777777777777,0.09888374145401704,4178.526923076923,0.0801991199906991,4219.461538461538,0.056183301946013814,76.00201132541804,0.06619566886806942,21.154633470868184,47.67914569965601
932,0.7050000000000001,0.06843265063167696,8122.1064102564105,0.0713517595968105,8197.225641025641,0.0504661764369001,35.60102124487491,0.06625536480686696,7.692048492675926,57.589528181538014
933,0.528,0.06267315986278639,6830.1,0.06455326080454926,6897.235897435898,0.05297074365253254,18.316556539016936,0.06624843161856964,-2.5588089749512095,54.3406672659877
941,0.8862500000000001,0.09367614233109753,45665.071794871794,0.08707024068774073,46139.666666666664,0.0599542860901452,56.24594743776834,0.06635285597899883,31.223048960091646,152.5444528829523
961,0.6296666666666667,0.07433869143585506,6939.085897435897,0.06707662564801325,7008.225641025641,0.04963554321416175,49.76906994874016,0.06601329277909204,1.6107859859067588,54.61464976697628
962,0.8288461538461538,0.09047292276918326,24841.41282051282,0.08116810875189669,25094.651282051283,0.05790477678600493,56.24431660195909,0.06639808251313173,22.244657796923352,99.76704631403055
