SSYK 2012 kod;ISCO-08 ;Yrkesbenämning;;
0110;0110;Arméchef;;
0110;0110;Arméofficer;;
0110;0110;Flygofficer;;
0110;0110;Flygvapenchef;;
0110;0110;Fänrik, förvaret;;
0110;0110;General, försvaret;;
0110;0110;Generalmajor, försvaret;;
0110;0110;Kapten, försvaret;;
0110;0110;Kommendör;;
0110;0110;Kommendörkapten;;
0110;0110;Kompanichef;;
0110;0110;Konteramiral;;
0110;0110;Logistikofficer;;
0110;0110;Löjtnant, försvaret;;
0110;0110;Major, försvaret;;
0110;0110;Marinchef;;
0110;0110;Marinofficer;;
0110;0110;Officer, försvaret;;
0110;0110;Planeringsofficer;;
0110;0110;Plutonofficer;;
0110;0110;Reservofficer;;
0110;0110;Stabsofficer;;
0110;0110;Teknisk officer;;
0110;0110;Yrkesofficer;;
0110;0110;Örlogskapten;;
0110;0110;Överbefälhavare;;
0110;0110;Överste, försvaret;;
0110;0110;Överstelöjtnant, försvaret;;
0210;0210;Furir, försvaret;;
0210;0110;Specialistofficer, armen;;
0210;0110;Specialistofficer, flygvapnet;;
0210;0110;Specialistofficer, sjömän, marinen;;
0310;0310;Ammunitionsröjare;;
0310;0310;FN-soldat;;
0310;0310;Militär;;
0310;0310;Soldat, armen;;
0310;0310;Soldat, flygvapnet;;
0310;0310;Soldat, sjömän, marinen;;
0310;0310;Yrkesmilitär;;
1111;1111;Borgarråd;;
1111;1111;Departementschef;;
1111;1111;Finansråd;;
1111;1111;Kommunalpolitiker;;
1111;1111;Kommunalråd;;
1111;1111;Landstingspolitiker;;
1111;1111;Landstingsråd;;
1111;1111;Minister, statsråd;;
1111;1111;Politiker, högre;;
1111;1111;Regionpolitiker;;
1111;1111;Riksdagsledamot;;
1111;1111;Statsråd;;
1111;1111;Statssekreterare;;
1112;1112;Ambassadör;;
1112;1112;Barnombudsman, myndighet;;
1112;1112;Beskickningschef;;
1112;1112;Civilförsvarschef;;
1112;1112;Departementsråd;;
1112;1112;Direktör, myndighet;;
1112;1112;Diskrimineringsombudsman;;
1112;1112;Envoyé;;
1112;1112;Förvaltningsdirektör, staten;;
1112;1112;Generaldirektör, myndighet;;
1112;1112;Generalkonsul;;
1112;1112;Justitiekansler;;
1112;1112;Justitieombudsman;;
1112;1112;Kabinettsekreterare;;
1112;1112;Kassadirektör, försäkringskassa;;
1112;1112;Kommerseråd;;
1112;1112;Kommunaldirektör;;
1112;1112;Kommunchef;;
1112;1112;Kommundelschef;;
1112;1112;Kommundirektör;;
1112;1112;Konsumentombudsman;;
1112;1112;Kriminalvårdschef;;
1112;1112;Landshövding;;
1112;1112;Landstingsdirektör;;
1112;1112;Länspolischef;;
1112;1112;Länsråd;;
1112;1112;Länsskattechef;;
1112;1112;Länsöverdirektör;;
1112;1112;Näringsfrihetsombudsman;;
1112;1112;Regionkronodirektör;;
1112;1112;Riksantikvarie;;
1112;1112;Riksarkivarie;;
1112;1112;Riksbibliotekarie;;
1112;1112;Riksgäldsdirektör;;
1112;1112;Rikskronofogde;;
1112;1112;Rikspolischef;;
1112;1112;Sjukvårdsdirektör;;
1112;1112;Stadsdelsdirektör;;
1112;1112;Stadsdirektör;;
1112;1112;Statsheraldiker;;
1112;1112;Styrelseordförande, staten;;
1112;1112;Sändebud, beskickningschef;;
1112;1112;Universitetskansler;;
1112;1112;Utrikesråd;;
1112;1112;Överdirektör;;
1112;1112;Överintendent, myndighetschef;;
1113;1114;Avtalssekreterare, intresseorganisation;;
1113;1114;Direktor, diakonistiftelse, religiöst samfund;;
1113;1114;Förbundschef;;
1113;1114;Förbundsdirektör;;
1113;1114;Förbundsordförande;;
1113;1114;Förhandlingschef, organisation;;
1113;1114;Generalsekreterare;;
1113;1114;Kanslichef, organisation, stor/rikstäckande;;
1113;1114;Klubbdirektör, idrottsförening, stor/rikstäckande;;
1113;1114;Kårordförande, studentkår;;
1113;1114;Organisationschef, organisation;;
1113;1114;Partiledare;;
1113;1114;Partisekreterare;;
1113;1114;Styrelseordförande, organisation;;
1120;1120;Affärsområdeschef, lednings- och utvecklingsansvar;;
1120;1120;Bankdirektör;;
1120;1120;Biträdande högskolerektor;;
1120;1120;Biträdande rektor, högskola/universitet;;
1120;1120;Biträdande universitetsrektor;;
1120;1120;Bokförläggare, med chefshiearki;;
1732;1420;Butikschef, administrativ, verksamhetsnära chef;;
1732;1420;Butiksinnehavare, administrativ, verksamhetsnära chef;;
1120;1120;CEO, med chefshiearki;;
1120;1120;Chefredaktör, med chefshiearki;;
1120;1120;Chief executive (officer), med chefshiearki;;
1120;1120;Disponent;;
1120;1120;Filmchef;;
1120;1120;Flygplatschef;;
1120;1120;Företagsledare, med chefshiearki;;
1120;1120;Förläggare, med chefshiearki;;
1120;1120;Generaldirektör, affärsverk;;
1120;1120;Hamnchef;;
1120;1120;Hamndirektör;;
1120;1120;Högskolerektor;;
1120;1120;Koncernchef;;
1120;1120;Museichef, med chefshiearki;;
1120;1120;Musikförläggare, med chefshiearki;;
1120;1120;Operachef;;
1120;1120;Postdirektör;;
1120;1120;Redare, med chefshiearki;;
1120;1120;Rektor, högskola/universitet;;
1120;1120;Sjukhuschef;;
1120;1120;Sjukhusdirektör;;
1120;1120;Skeppsredare,  med chefshiearki;;
1120;1120;Styrelseordförande,  med chefshiearki;;
1120;1120;Teaterchef, med chefshiearki;;
1120;1120;TV-chef, VD;;
1120;1120;Universitetsrektor;;
1120;1120;Varuhuschef, VD;;
1120;1120;VD, med chefshiearki;;
1120;1120;Verkställande direktör, med chefshiearki;;
1211;1211;Budgetchef, funktions- eller mellanchef;;
1211;1211;Ekonomichef, funktions- eller mellanchef;;
1211;1211;Ekonomidirektör, funktions- eller mellanchef;;
1211;1211;Ekonomiledare, funktions- eller mellanchef;;
1211;1211;Finanschef, funktions- eller mellanchef;;
1211;1211;Finansdirektör, funktions- eller mellanchef;;
1211;1211;Kreditchef, funktions- eller mellanchef;;
1211;1211;Redovisningschef, funktions- eller mellanchef;;
1211;1211;Revisionschef, funktions- eller mellanchef;;
1212;1211;Budgetchef, verksamhetsnära chef;;
1212;1211;Ekonomichef, verksamhetsnära chef;;
1212;1211;Ekonomidirektör, verksamhetsnära chef;;
1212;1211;Ekonomiledare, verksamhetsnära chef;;
1212;1211;Finanschef, verksamhetsnära chef;;
1212;1211;Finansdirektör, verksamhetsnära chef;;
1212;1211;Kreditchef, verksamhetsnära chef;;
1212;1211;Redovisningschef, verksamhetsnära chef;;
1212;1211;Revisionschef, verksamhetsnära chef;;
1221;1212;HR-chef, funktions- eller mellanchef;;
1221;1212;HR-director, funktions- eller mellanchef;;
1221;1212;HR-direktör, funktions- eller mellanchef;;
1221;1212;HR-manager, funktions- eller mellanchef;;
1221;1212;Human resources director, funktions- eller mellanchef;;
1221;1212;Human resources manager, funktions- eller mellanchef;;
1221;1212;Personalchef, funktions- eller mellanchef;;
1221;1212;Personaldirektör, funktions- eller mellanchef;;
1221;1212;Personalintendent, funktions- eller mellanchef;;
1221;1212;Personalkamrer, funktions- eller mellanchef;;
1222;1212;HR-chef, verksamhetsnära chef;;
1222;1212;HR-director, verksamhetsnära chef;;
1222;1212;HR-direktör, verksamhetsnära chef;;
1222;1212;HR-manager, verksamhetsnära chef;;
1222;1212;Human resources director, verksamhetsnära chef;;
1222;1212;Human resources manager, verksamhetsnära chef;;
1222;1212;Personalchef, verksamhetsnära chef;;
1222;1212;Personaldirektör, verksamhetsnära chef;;
1222;1212;Personalintendent, verksamhetsnära chef;;
1222;1212;Personalkamrer, verksamhetsnära chef;;
1230;1213;Ambassadråd;;
1230;1213;Arbetsmarknadsråd;;
1230;1213;Avdelningschef, landstingsförvaltning;;
1230;1213;Stabsschef, statlig förvaltning;;
1230;1213;Expeditionschef, departement;;
1230;1213;Förhandlingschef, företag;;
1230;1219;Förhandlingschef, staten;;
1230;1219;Förhandlingssekreterare, staten;;
1230;1219;Förvaltningschef, kommun;;
1230;1219;Förvaltningschef, landsting;;
1230;1213;Kanslichef, kommun;;
1230;1213;Kanslichef, staten;;
1230;1213;Lantbruksdirektör;;
1230;1213;Länsbostadsdirektör;;
1230;1213;Länsjägmästare;;
1230;1213;Medicinalråd;;
1230;1213;Miljövårdsdirektör;;
1230;1213;Minister, diplomat;;
1230;1213;Naturvårdsdirektör;;
1230;1213;Näringslivschef;;
1230;1213;Omsorgschef;;
1230;1213;Organisationschef, kommun;;
1230;3343;Planeringschef, mindre företag m.m;;
1230;1213;Planeringschef, stort eller medelstort företag m.m.;;
1230;1213;Regionchef, Skogsstyrelsen;;
1230;1213;Regionchef, Trafikverket;;
1230;1213;Regionskattechef;;
1230;1213;Socialchef;;
1230;1213;Socialdirektör;;
1230;1213;Utredningschef;;
1241;1222;Byråchef, mediabyrå, funktions- eller mellanchef;;
1241;1222;Informationschef, funktions- eller mellanchef;;
1241;1222;Informationsdirektör, funktions- eller mellanchef;;
1241;1222;Kommunikationschef, funktions- eller mellanchef;;
1241;1222;Kommunikationsdirektör, funktions- eller mellanchef;;
1241;1222;Mediachef, funktions- eller mellanchef;;
1241;1222;PR-chef, funktions- eller mellanchef;;
1241;1222;Presschef, funktions- eller mellanchef;;
1241;1222;Reklamchef, funktions- eller mellanchef;;
1242;1222;Byråchef, mediabyrå, verksamhetsnära chef;;
1242;2432;Informationschef, verksamhetsnära chef;;
1242;1222;Informationsdirektör, verksamhetsnära chef;;
1242;1222;Kommunikationschef, verksamhetsnära chef;;
1242;1222;Kommunikationsdirektör, verksamhetsnära chef;;
1242;1222;Mediachef, verksamhetsnära chef;;
1242;2432;PR-chef, verksamhetsnära chef;;
1242;1222;Presschef, verksamhetsnära chef;;
1242;2431;Reklamchef, verksamhetsnära chef;;
1251;1221;Affärsområdeschef, försäljnings- och marknadsansvar, funktions- eller mellanchef;;
1251;1221;Avdelningschef, försäljningschef, funktions- eller mellanchef;;
1251;1221;Exportchef, funktions- eller mellanchef;;
1251;1221;Exportmanager, funktions- eller mellanchef;;
1251;1221;Försäljningschef,funktions- eller mellanchef;;
1251;1221;Försäljningsdirektör, funktions- eller mellanchef;;
1251;1221;Marknads- o. försäljningschef, funktions- eller mellanchef;;
1251;1221;Marknadschef, funktions- eller mellanchef;;
1251;1221;Marknadsdirektör, funktions- eller mellanchef;;
1251;1221;Marknadsplaneringschef, funktions- eller mellanchef;;
1251;1221;Regionchef, ansvarig försäljning, funktions- eller mellanchef;;
1252;1221;Affärsområdeschef, försäljnings- och marknadsansvar, verksamhetsnära chef;;
1252;1221;Exportchef, verksamhetsnära chef;;
1252;1221;Exportmanager, verksamhetsnära chef;;
1252;1221;Försäljningschef, verksamhetsnära chef;;
1252;1221;Försäljningsdirektör, verksamhetsnära chef;;
1252;2431;Marknadschef, verksamhetsnära chef;;
1252;1221;Marknadsdirektör, verksamhetsnära chef;;
1252;1221;Marknadsplaneringschef, verksamhetsnära chef;;
1252;1221;Regionchef, ansvarig försäljning, verksamhetsnära chef;;
1291;1219;Administrativ chef, funktions- eller mellanchef;;
1291;1223;Affärsutvecklingschef, funktions- eller mellanchef;;
1291;1219;Kontorsservicechef, funktions- eller mellanchef;;
1291;1213;Kvalitetschef, funktions- eller mellanchef;;
1291;1219;Miljöchef, funktions- eller mellanchef;;
1291;1219;Städchef, funktions- eller mellanchef;;
1291;1219;Säkerhetschef, funktions- eller mellanchef;;
1291;1219;Tvättchef, funktions- eller mellanchef;;
1292;1219;Administrativ chef, verksamhetsnära chef ;;
1292;1223;Affärsutvecklingschef, verksamhetsnära chef;;
1292;1219;Kontorsservicechef, verksamhetsnära chef;;
1292;1213;Kvalitetschef, verksamhetsnära chef;;
1292;1219;Miljöchef, verksamhetsnära chef;;
1292;5151;Städchef, verksamhetsnära chef ;;
1292;1219;Säkerhetschef, verksamhetsnära chef;;
1292;5151;Tvättchef, verksamhetsnära chef;;
1311;1330;Chief information officer, funktions- eller mellanchef;;
1311;1330;CIO, information, funktions- eller mellanchef;;
1311;1330;Datachef, funktions- eller mellanchef;;
1311;1330;Driftchef, IT, funktions- eller mellanchef;;
1311;1330;IT-chef, funktions- eller mellanchef;;
1312;1330;Chief information officer, verksamhetsnära chef;;
1312;1330;CIO, information, verksamhetsnära chef;;
1312;1330;Datachef, verksamhetsnära chef;;
1312;1330;Driftchef, IT, verksamhetsnära chef;;
1312;2519;IT-chef, verksamhetsnära chef;;
1321;1324;Banområdeschef, funktions- eller mellanchef;;
1321;1324;Distributionschef, transporter, funktions- eller mellanchef;;
1321;1324;Flygexpeditionsföreståndare, funktions- eller mellanchef;;
1321;1324;Flygfraktchef, funktions- eller mellanchef;;
1321;1324;Flygstationsföreståndare, funktions- eller mellanchef;;
1321;1324;Fraktchef, funktions- eller mellanchef;;
1321;1324;Hamnfogde, funktions- eller mellanchef;;
1321;1324;Hamnkapten, funktions- eller mellanchef;;
1321;1324;Importchef, funktions- eller mellanchef;;
1321;1324;Inköpschef, funktions- eller mellanchef ;;
1321;1324;Inköpsdirektör, funktions- eller mellanchef;;
1321;1324;Lagerchef, funktions- eller mellanchef;;
1321;1324;Leveranschef, funktions- eller mellanchef;;
1321;1324;Logistikchef, funktions- eller mellanchef;;
1321;1324;Områdeschef, Posten, funktions- eller mellanchef;;
1321;1324;Postcenterchef, funktions- eller mellanchef;;
1321;1324;Postområdeschef, funktions- eller mellanchef;;
1321;1324;Produktionschef, Posten, funktions- eller mellanchef;;
1321;1324;Produktområdeschef, järnväg, funktions- eller mellanchef;;
1321;1324;Regionchef, Posten, funktions- eller mellanchef;;
1321;1324;Speditionschef, funktions- eller mellanchef;;
1321;1324;Stationschef, flyg, funktions- eller mellanchef;;
1321;1324;Stationsmästare, järnväg, funktions- eller mellanchef;;
1321;1330;Teleområdeschef, funktions- eller mellanchef;;
1321;1324;Trafikchef, funktions- eller mellanchef;;
1321;1324;Transportchef, funktions- eller mellanchef;;
1322;1324;Banområdeschef, verksamhetsnära chef;;
1322;1324;Distributionschef, transporter, verksamhetsnära chef;;
1322;1324;Flygexpeditionsföreståndare, verksamhetsnära chef;;
1322;1324;Flygfraktchef, verksamhetsnära chef;;
1322;1324;Flygstationsföreståndare, verksamhetsnära chef;;
1322;1324;Fraktchef, verksamhetsnära chef;;
1322;1324;Företagsledare, inom transporter, utan chefshiearki;;
1322;1439;Hamnfogde, verksamhetsnära chef;;
1322;1439;Hamnkapten, verksamhetsnära chef;;
1322;1324;Importchef, verksamhetsnära chef;;
1322;3323;Inköpschef, verksamhetsnära chef;;
1322;1324;Inköpsdirektör, verksamhetsnära chef;;
1322;4321;Lagerchef, verksamhetsnära chef;;
1322;3341;Leveranschef, verksamhetsnära chef;;
1322;4322;Logistikchef, verksamhetsnära chef;;
1322;1324;Områdeschef, Posten, verksamhetsnära chef;;
1322;1324;Postcenterchef, verksamhetsnära chef;;
1322;1324;Postområdeschef, verksamhetsnära chef;;
1322;1324;Produktionschef, Posten, verksamhetsnära chef;;
1322;1324;Produktområdeschef, järnväg, verksamhetsnära chef;;
1322;1324;Regionchef, Posten, verksamhetsnära chef;;
1322;1324;Speditionschef, verksamhetsnära chef;;
1322;1324;Stationschef, flyg, verksamhetsnära chef;;
1322;1324;Stationsmästare, järnväg, verksamhetsnära chef;;
1322;1330;Teleområdeschef, verksamhetsnära chef;;
1322;1324;Trafikchef, verksamhetsnära chef;;
1322;1324;Transportchef, verksamhetsnära chef;;
1322;1324;VD, inom transport, kommunikationer, utan chefshiearki;;
1322;1324;Verkställande direktör, inom transport, kommunikationer, utan chefshiearki;;
1331;1223;Forskningschef, funktions- eller mellanchef;;
1331;1223;FOU-chef, funktions- eller mellanchef;;
1331;1223;Laboratoriechef, farmakologiskt laboratorium, funktions- eller mellanchef;;
1331;1223;Laboratoriechef, fysikaliskt laboratorium, funktions- eller mellanchef;;
1331;1223;Laboratoriechef, kemiska/tekniska produkter, funktions- eller mellanchef;;
1331;1223;Laboratoriechef, kemiskt laboratorium, funktions- eller mellanchef;;
1331;1223;Utvecklingschef, företag, funktions- eller mellanchef;;
1332;1223;Forskningschef, verksamhetsnära chef;;
1332;1223;FOU-chef, verksamhetsnära chef;;
1332;1223;Laboratoriechef, farmakologiskt laboratorium, verksamhetsnära chef;;
1332;1223;Laboratoriechef, fysikaliskt laboratorium, verksamhetsnära chef;;
1332;1223;Laboratoriechef, kemiska/tekniska produkter, verksamhetsnära chef;;
1332;1223;Laboratoriechef, kemiskt laboratorium, verksamhetsnära chef;;
1332;1223;Utvecklingschef, företag, verksamhetsnära chef;;
1341;1213;Exploateringschef, kommun, funktions- eller mellanchef;;
1341;1213;Gatuchef, funktions- eller mellanchef;;
1341;1213;Lantmäteridirektör, funktions- eller mellanchef;;
1341;1213;Lotsdirektör, funktions- eller mellanchef;;
1341;1213;Länsarkitekt, funktions- eller mellanchef;;
1341;1213;Stadsbyggnadschef, funktions- eller mellanchef;;
1341;1213;Stadsbyggnadsdirektör, funktions- eller mellanchef;;
1341;1213;Teknisk chef, kommun, funktions- eller mellanchef;;
1341;1213;Teknisk direktör, kommun, funktions- eller mellanchef;;
1341;1213;Vägdirektör, funktions- eller mellanchef;;
1342;1213;Exploateringschef, kommun, verksamhetsnära chef;;
1342;1213;Gatuchef, verksamhetsnära chef;;
1342;1213;Lantmäteridirektör, verksamhetsnära chef;;
1342;1213;Lotsdirektör, verksamhetsnära chef;;
1342;1213;Länsarkitekt, verksamhetsnära chef;;
1342;1213;Stadsbyggnadschef, verksamhetsnära chef;;
1342;1213;Stadsbyggnadsdirektör, verksamhetsnära chef;;
1342;1213;Teknisk chef, kommun, verksamhetsnära chef;;
1342;1213;Teknisk direktör, kommun, verksamhetsnära chef;;
1342;1213;Vägdirektör, verksamhetsnära chef;;
1351;1219;Fastighetschef, funktions- eller mellanchef;;
1351;1219;Fastighetsdirektör, funktions- eller mellanchef;;
1351;1219;Renhållningschef, funktions- eller mellanchef;;
1352;1219;Fastighetschef, verksamhetsnära chef;;
1352;1219;Fastighetsdirektör, verksamhetsnära chef;;
1352;1219;Företagsledare, inom fastighet, utan chefshiearki;;
1352;1219;Renhållningschef, verksamhetsnära chef;;
1352;1219;VD, inom fastighet, företagstjänster, utan chefshiearki;;
1352;1219;Verkställande direktör, inom fastighet, företagstjänster, utan chefshiearki;;
1361;3123;Arbetschef, bygg och anläggning, funktions- eller mellanchef;;
1361;1323;Byggmästare, funktions- eller mellanchef;;
1361;1323;Byggplatschef, funktions- eller mellanchef;;
1361;1322;Gruvchef, funktions- eller mellanchef;;
1361;1323;Platschef, bygg och anläggning, funktions- eller mellanchef;;
1361;1323;Produktionschef, bygg, funktions- eller mellanchef;;
1362;3123;Arbetschef, bygg och anläggning, verksamhetsnära chef;;
1362;1323;Byggmästare, verksamhetsnära chef;;
1362;1323;Byggplatschef, verksamhetsnära chef;;
1362;1323;Företagsledare, inom bygg och anläggning, utan chefshiearki;;
1362;1322;Gruvchef, verksamhetsnära chef;;
1362;1323;Platschef, bygg och anläggning, verksamhetsnära chef;;
1362;1323;Produktionschef, bygg, verksamhetsnära chef;;
1362;1323;VD, inom bygg och anläggning, utan chefshiearki;;
1362;1323;Verkställande direktör,  inom bygg och anläggning, utan chefshiearki;;
1371;1321;Distributionschef, energi, funktions- eller mellanchef;;
1371;1321;Divisionschef, tillverkning, funktions- eller mellanchef;;
1371;1321;Driftchef, energi, funktions- eller mellanchef;;
1371;1321;Driftchef, VA, funktions- eller mellanchef;;
1371;1321;Elverkschef, funktions- eller mellanchef;;
1371;1321;Platschef, tillverkningsindustri, funktions- eller mellanchef;;
1371;1321;Produktionschef, tillverkningsindustri, funktions- eller mellanchef;;
1371;1321;Teknisk chef, tillverkningsindustri, funktions- eller mellanchef;;
1371;1321;Vattenverkschef, funktions- eller mellanchef;;
1371;1321;Verkstadschef, funktions- eller mellanchef;;
1371;1321;Värmeverkschef, funktions- eller mellanchef;;
1371;1321;Överingenjör, funktions- eller mellanchef;;
1372;1321;Bokförläggare, utan chefshiearki;;
1372;1321;Distributionschef, energi, verksamhetsnära chef;;
1372;1321;Divisionschef, tillverkning, verksamhetsnära chef;;
1372;1321;Driftchef, energi, verksamhetsnära chef;;
1372;1321;Driftchef, VA, verksamhetsnära chef;;
1372;1321;Elverkschef, verksamhetsnära chef;;
1372;1321;Företagsledare, inom tillverkning, el, värme, vatten, utan chefshiearki;;
1372;1321;Förläggare, utan chefshiearki;;
1372;1321;Platschef, tillverkningsindustri, verksamhetsnära chef;;
1372;1321;Produktionschef, tillverkningsindustri, verksamhetsnära chef;;
1372;1321;Teknisk chef, tillverkningsindustri, verksamhetsnära chef;;
1372;1321;Vattenverkschef, verksamhetsnära chef;;
1372;1321;VD, inom tillverkning, el, värme, vatten, utan chefshiearki;;
1372;1321;Verkstadschef, verksamhetsnära chef;;
1372;1321;Verkstadsägare, tillverkning, funktions- eller mellanchef;;
1372;1321;Verkställande direktör, inom tillverkning, el, värme, vatten, utan chefshiearki;;
1372;1321;Värmeverkschef, verksamhetsnära chef;;
1372;1321;Överingenjör, verksamhetsnära chef;;
1380;1311;Distriktschef, skogsbruk;;
1380;6123;Förvaltare, lantbruk biodlare och silkesodlare;;
1380;6130;Förvaltare, lantbruk blandad drift;;
1380;6114;Förvaltare, lantbruk blandade växtslag;;
1380;6122;Förvaltare, lantbruk fjäderfäuppfödare;;
1380;6121;Förvaltare, lantbruk husdjursuppfödare;;
1380;6112;Förvaltare, lantbruk jordbruksväxter;;
1380;6112;Förvaltare, lantbruk träd och buskar;;
1380;6113;Förvaltare, lantbruk trädgårdsodlare;;
1380;6129;Förvaltare, lantbruk övriga djuruppfödare;;
1380;1311;Förvaltare, skogsbruk;;
1380;6123;Godsförvaltare, lantbruk biodlare och silkesodlare;;
1380;6130;Godsförvaltare, lantbruk blandad drift;;
1380;6114;Godsförvaltare, lantbruk blandade växtslag;;
1380;6122;Godsförvaltare, lantbruk fjäderfäuppfödare;;
1380;6121;Godsförvaltare, lantbruk husdjursuppfödare;;
1380;6112;Godsförvaltare, lantbruk jordbruksväxter;;
1380;6112;Godsförvaltare, lantbruk träd och buskar;;
1380;6113;Godsförvaltare, lantbruk trädgårdsodlare;;
1380;6129;Godsförvaltare, lantbruk övriga djuruppfödare;;
1380;1311;Godsförvaltare, skogsbruk;;
1380;1311;Godsägare, skogsbruk;;
1380;1311;Jägmästare, skogsförvaltare;;
1380;1311;Områdeschef, skogsbruk;;
1380;1311;Regionchef, skogsbruksföretag;;
1380;1311;Skogschef, mindre företag;;
1380;1311;Skogschef, stort eller medelstort företag;;
1380;1311;Skogsförvaltare;;
1380;1311;Skogsvårdschef;;
1380;1311;Stadsträdgårdsmästare;;
1380;1311;Stiftsjägmästare;;
1380;1311;VD, inom skogsbruk;;
1380;1311;Verkställande direktör, inom skogsbruk;;
1411;1345;Antagningschef, utbildning, funktions- eller mellanchef;;
1411;1345;Enhetschef, grundskola, funktions- eller mellanchef;;
1411;1345;Gymnasiechef, funktions- eller mellanchef;;
1411;1345;Kulturskolechef, funktions- eller mellanchef;;
1411;1345;Skolchef, funktions- eller mellanchef;;
1411;1345;Skoldirektör, funktions- eller mellanchef;;
1411;1345;Skolföreståndare, funktions- eller mellanchef;;
1411;1345;Skolledare, funktions- eller mellanchef;;
1411;1345;Utbildningschef, skola, funktions- eller mellanchef;;
1411;1345;Utbildningsintendent, funktions- eller mellanchef;;
1411;1345;Vuxenutbildningschef, funktions- eller mellanchef;;
1412;1345;Biträdande rektor, mindre grund- och gymnasieskola;;
1412;1345;Biträdande rektor, stor eller medelstor grund- och gymnasieskola;;
1412;1345;Prorektor, verksamhetsnära chef;;
1412;1345;Rektor, mindre grund- och gymnasieskola;;
1412;1345;Rektor, stor eller medelstor grund- och gymnasieskola;;
1412;1345;Skolföreståndare, verksamhetsnära chef;;
1412;1345;Skolledare, verksamhetsnära chef;;
1412;1345;Studierektor, verksamhetsnära chef;;
1412;1345;Utbildningschef, skola, verksamhetsnära chef;;
1412;1345;Utbildningsintendent, verksamhetsnära chef;;
1421;1341;Barnhemsföreståndare, funktions- eller mellanchef;;
1421;1341;Daghemsföreståndare, funktions- eller mellanchef;;
1421;1341;Enhetschef, förskola, funktions- eller mellanchef;;
1421;1341;Fritidshemsföreståndare, funktions- eller mellanchef;;
1421;1341;Föreståndare, barnhem, funktions- eller mellanchef;;
1421;1341;Föreståndare, daghem, funktions- eller mellanchef;;
1421;1341;Föreståndare, fritidshem, funktions- eller mellanchef;;
1421;1341;Föreståndare, förskola, funktions- eller mellanchef;;
1421;1341;Förskolechef, föreståndare förskola, funktions- eller mellanchef;;
1421;1341;Förskolechef, förvaltning, funktions- eller mellanchef;;
1421;1341;Områdeschef, barnomsorg, funktions- eller mellanchef;;
1422;1341;Barnhemsföreståndare, verksamhetsnära chef;;
1422;1341;Biträdande rektor, förskola, verksamhetsnära chef;;
1422;1341;Fritidshemsföreståndare, verksamhetsnära chef;;
1422;1341;Föreståndare, barnhem, verksamhetsnära chef;;
1422;1341;Föreståndare, daghem, verksamhetsnära chef;;
1422;1341;Föreståndare, fritidshem, verksamhetsnära chef;;
1422;1341;Föreståndare, förskola, verksamhetsnära chef;;
1422;1341;Förskolechef, verksamhetsnära chef;;
1422;1341;Förskolerektor, verksamhetsnära chef;;
1422;1341;Områdeschef, barnomsorg, verksamhetsnära chef;;
1422;1341;Rektor, förskola, verksamhetsnära chef;;
1491;1345;Kontorschef, utbildningsföretag, funktions- eller mellanchef;;
1491;5165;Trafikskolechef, funktions- eller mellanchef;;
1492;1345;Företagsledare, inom utbildning, utan chefshiearki;;
1492;1345;Kontorschef, utbildningsföretag, verksamhetsnära chef;;
1492;5165;Trafikskolechef, verksamhetsnära chef;;
1492;1345;VD, inom utbildning, utan chefshiearki;;
1492;1345;Verkställande direktör, inom utbildning, utan chefshiearki;;
1511;1342;Chefssjuksköterska, funktions- eller mellanchef;;
1511;1342;Distriktsjukvårdsföreståndare, funktions- eller mellanchef;;
1511;1342;Klinikchef, sjukhus, funktions- eller mellanchef;;
1511;1342;Klinikchef, tandvård, funktions- eller mellanchef;;
1511;1342;Klinikföreståndare, funktions- eller mellanchef;;
1511;1342;Primärvårdschef, funktions- eller mellanchef;;
1511;1342;Sjukhemschef, funktions- eller mellanchef;;
1511;1342;Sjuksköterska, avdelningsföreståndare/-chef, funktions- eller mellanchef;;
1511;1342;Sjukvårdsföreståndare, funktions- eller mellanchef;;
1511;1342;Tandvårdschef, funktions- eller mellanchef;;
1511;1342;Vårdcentralchef, funktions- eller mellanchef;;
1511;1342;Vårdcentralföreståndare, funktions- eller mellanchef;;
1511;1342;Vårdenhetschef, funktions- eller mellanchef;;
1511;1342;Vårdföreståndare, funktions- eller mellanchef;;
1512;1342;Avdelningschef, vårdavdelning/mottagning, verksamhetsnära chef;;
1512;1342;Avdelningsföreståndare, vårdavdelning/mottagning, verksamhetsnära chef;;
1512;1342;Chefsöverläkare, verksamhetsnära chef;;
1512;1342;Enhetschef inom vård och omsorg, kommun, landsting, verksamhetsnära chef;;
1512;1342;Företagsledare, inom vård och omsorg, utan chefshiearki;;
1512;1342;Primärvårdschef, verksamhetsnära chef;;
1512;1342;Sjukhemschef, verksamhetsnära chef;;
1512;1342;Sjuksköterska, avdelningsföreståndare/-chef, verksamhetsnära chef;;
1512;1342;Sjukvårdsföreståndare, verksamhetsnära chef;;
1512;1342;Tandvårdschef, verksamhetsnära chef;;
1512;1342;VD, inom hälso- och sjukvård, utan chefshiearki;;
1512;1342;Verkställande direktör, inom hälso- och sjukvård, utan chefshiearki;;
1512;1342;Vårdcentralchef, verksamhetsnära chef;;
1512;1342;Vårdcentralföreståndare, verksamhetsnära chef;;
1512;1342;Vårdenhetschef, verksamhetsnära chef;;
1512;1342;Vårdföreståndare, verksamhetsnära chef;;
