Radetiketter;110;210;310;111;112;121;122;123;124;125;129;131;132;133;134;135;136;137;138;141;142;149;151;152;153;154;159;161;171;172;173;174;179;211;212;213;214;216;217;218;221;222;223;224;225;226;227;228;231;232;233;234;235;241;242;243;251;261;262;264;265;266;267;311;312;315;321;323;324;325;331;332;333;334;335;336;341;342;343;344;345;351;352;411;421;422;432;441;442;443;511;512;513;514;515;516;522;523;524;531;532;533;534;535;541;611;612;613;621;622;711;712;713;721;722;723;731;732;741;742;752;753;761;811;812;813;814;815;816;817;818;819;821;831;832;833;834;835;911;912;921;931;932;933;941;952;961;962;***;NULL;Totalsumma
142;;;;0;0;0;0;;;;0;;;0;;;;;;104;3709;0;0;0;0;;0;;;0;;0;;;;;;;;;;;;0;;;;;0;;0;162;20;0;39;;0;;;;;0;;0;;;;;;;;;0;;0;;0;0;;;;0;;0;;0;;;;;;;;;;;;;;11;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;11;4056
149;;;;0;19;0;0;0;0;0;16;0;0;0;;0;0;0;;18;0;788;0;0;;;0;0;;;;0;0;;;;0;0;0;;;;;;;;;;0;0;0;0;0;0;25;0;0;;;;;0;;0;;;;;;;;0;0;0;0;;0;0;;21;;;;0;;;0;;;;;;;0;;;0;;0;;;;;;0;;0;;;;;;0;;;;;;0;;;;;;;;;;;;;;0;;;0;;;;;;;;0;;;;;;22;909
151;;;;20;33;0;12;45;0;0;21;0;;0;0;0;0;;;12;0;0;9114;69;107;;34;;;;0;0;0;0;0;;0;;0;0;180;431;135;26;0;16;49;17;0;0;;;0;0;229;0;14;;0;;;50;;0;0;;46;;0;0;0;14;0;0;0;;25;0;;;;;;67;;0;0;;;;;0;;0;;;0;0;;0;45;0;49;16;0;0;0;;0;;0;;;;;;;;;;;;0;;;;;0;;;;;0;;0;;;;;;;;;;0;;;;;36;10912
152;;;;23;14;0;15;24;0;0;0;;;0;0;;0;;;15;0;0;88;3548;170;0;63;;;0;0;;0;;0;;;0;;;0;14;0;0;;;0;0;;0;0;0;0;0;83;0;0;0;;;0;177;0;;;;;;;;0;0;17;0;0;;45;0;;0;;;;24;;0;;;0;0;;;;;0;;0;;0;0;0;0;64;;0;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;;;;;27;4411
153;;;;21;0;0;17;37;0;0;20;0;;;0;;0;0;;18;0;;141;322;7785;;67;;0;0;;;0;;;;0;0;;0;;60;22;0;;;18;0;0;0;0;0;0;0;192;0;0;;0;;;162;;0;;;;0;;;0;0;22;0;12;;21;0;;0;0;0;;56;;0;0;;;;;0;;0;0;;0;;;0;52;0;34;;0;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;22;9101
154;;;;;0;0;;;;;0;;;;;;;;;;;;;;;561;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;0;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;610
159;;;0;106;42;41;36;171;22;22;111;15;0;0;61;0;12;0;0;31;0;0;68;128;62;;12450;0;0;0;0;0;0;0;0;0;35;0;0;11;0;0;0;0;0;;0;0;190;0;0;12;48;27;345;25;26;71;43;86;0;43;0;15;0;0;0;;;;16;23;36;16;89;206;0;0;;0;0;0;0;57;;0;14;;0;0;;67;0;0;13;;74;0;0;0;0;;0;;17;0;0;0;0;;0;;;;;0;0;0;;;;;;;;;;0;;;;0;0;0;0;0;;;0;;;;0;;11;;0;0;;46;15040
161;;;;0;53;40;0;0;0;31;16;15;0;0;;0;0;0;;;;0;;0;;;0;4040;;0;0;;0;;0;;0;;0;;;;;;;;;;;;;;0;89;82;15;0;36;;;;;;0;;;;;;;278;43;0;0;0;;;;;;;0;;13;0;0;;;;;;;;;0;;0;;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;23;4774
171;;;;0;28;0;0;;;0;13;;;;;0;0;0;;;;;0;;;;0;;1057;25;0;0;0;;;0;0;;0;0;;;;;;;;;;;;;;0;0;0;0;;;;0;0;;0;0;;;;;;0;0;0;0;0;;;;0;;0;0;;16;;28;;;;;;0;0;;;;0;;0;0;;0;0;;0;;;;;;0;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;0;;;;;23;1190
172;;;;;33;0;0;0;0;0;27;0;0;;0;0;0;0;;;;;;;0;;17;;36;5638;0;0;0;;;;0;0;;;0;;;;;;;0;0;0;0;0;0;0;21;0;0;;;0;0;0;;0;0;;;;;;0;34;15;0;0;;0;0;0;0;91;0;0;32;;32;0;;;;0;213;191;0;0;0;96;0;0;0;0;0;17;;11;;0;0;;;0;0;0;0;0;;;0;0;;;;0;;;;0;;0;;0;0;0;;0;0;;0;0;;;0;0;;149;0;;0;;130;6783
173;;;0;0;147;53;18;0;0;232;62;23;28;0;0;0;20;64;0;0;;0;0;0;0;;0;;0;14;7888;0;30;;;0;13;0;0;0;0;0;0;;;;;22;0;0;0;0;0;11;24;12;12;;0;0;;;;16;0;0;0;;;;0;166;14;0;0;0;0;0;0;0;;0;0;37;;0;26;;0;0;0;0;0;0;0;0;429;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;16;0;0;;0;0;;0;;;;0;;;0;;;0;0;;0;0;;0;;;0;0;0;0;;0;;;125;9502
174;;;;0;17;0;0;;0;11;0;;;;;0;0;;;0;;0;0;0;;;0;0;;0;0;956;0;;;0;;;;0;;;;;;;0;;;0;0;0;0;0;0;0;0;;0;;0;;;0;0;;0;;;;0;0;0;0;0;;0;58;0;;;;;12;;0;;;;;0;0;;0;;;0;0;;0;0;;0;;0;0;;0;;;0;;0;;;0;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;0;;;0;;24;1078
179;;;;0;23;0;0;15;0;49;61;0;0;0;18;0;19;20;;0;;;0;0;0;;11;0;0;0;30;16;5333;;;0;22;0;0;0;;0;0;;;;0;59;;0;0;0;0;0;40;0;0;;0;0;0;0;;16;17;0;16;;;;13;84;41;0;22;;0;17;0;0;0;0;;37;;36;15;;;0;;0;0;0;0;0;38;0;0;0;0;;0;;0;0;0;0;0;;0;;0;0;0;45;;;0;0;;0;0;0;;;;;0;;;0;0;;0;0;0;;0;0;;;;0;0;;;0;;57;6170
211;;;;;0;0;;;;0;0;0;0;36;12;;0;0;;;;;12;;;;0;;;;0;;;4918;0;41;232;0;0;12;15;;;;;0;;0;138;;0;0;0;0;32;0;39;;0;;;;;77;18;0;96;;0;;0;20;;0;16;0;;;;;;0;;0;;0;0;;;;;0;0;0;0;0;;;0;;;;0;;;0;;;0;;0;;;;;0;;;;;;;0;0;;;;;;;;0;;;;0;;;0;;0;;;;;;;;;20;5734
212;;;;0;0;0;;0;;0;0;0;;;;;;;;;;0;;;;;0;0;;;0;;;0;1530;;0;;0;;0;;;;;;;;0;;;0;0;28;93;21;31;0;0;;;;;0;;;0;;;;0;14;0;0;0;;;;;0;;0;;0;;0;0;;0;;;;;;;;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;14;1731
213;;;;;0;12;;0;0;15;13;0;0;41;0;0;;0;13;;;;0;;0;;15;;;;0;;;55;0;4889;71;0;0;59;22;0;0;;;;;16;147;0;0;0;0;0;116;13;68;0;0;0;0;;;29;0;;104;;0;;0;60;0;0;13;;0;0;;;;0;;17;;0;0;;;0;;;;;0;;0;;;;0;;0;;;18;12;11;22;0;0;;0;;;;;0;;;;;0;;;0;;;;;;;;;;0;0;;;0;0;;;0;;;;0;0;85;5936
214;0;;0;0;46;23;11;61;21;174;166;51;86;222;501;22;227;227;0;0;;0;0;;0;;18;;;0;0;0;25;121;0;67;71571;141;95;124;0;0;0;;;;0;0;176;0;12;31;0;135;505;154;1633;29;0;16;0;;;2656;205;0;192;;;;23;453;59;54;187;;0;0;0;0;0;139;0;170;;41;80;0;;0;;;0;0;11;0;20;;0;0;0;0;19;0;0;0;0;13;0;0;21;14;0;16;17;44;0;;37;13;0;;0;0;0;26;0;0;0;105;0;79;50;;0;0;0;;0;;;0;0;0;0;;;0;0;1002;82437
216;;;0;0;0;0;0;0;;0;0;0;0;;188;0;0;0;;0;;;;0;0;;34;;;;0;;0;0;0;0;155;9664;20;0;;0;;;;;;;18;0;0;;0;12;134;0;15;0;0;0;0;0;;207;0;0;0;;;;0;13;13;0;25;;;0;0;;0;0;;26;;0;0;;;;;;0;;0;;0;;;0;;0;0;;;0;;0;;;0;;0;;;;0;;;0;0;;;;;;;;;;;0;;;;0;0;;0;;;;;;;;;;17;375;10916
217;;;;;0;0;;0;25;30;21;11;0;0;0;;0;12;;;;;;;;;0;;;;0;;0;;;0;109;15;12100;;;0;;;;;0;;11;0;0;17;0;18;42;259;324;0;0;55;44;0;;81;0;;0;0;;;0;86;22;32;0;;0;0;56;0;0;28;15;79;;12;0;0;0;;0;0;0;0;0;0;36;;0;0;0;0;22;;0;0;;;;;0;;0;0;27;0;0;71;;0;;22;;;;0;0;0;;;;;11;;0;0;;;0;;;0;;0;0;0;0;0;77;958;14728
218;;;;0;0;0;0;0;;0;23;;0;0;18;0;0;0;;0;;;0;0;;;31;;;;;;0;0;;44;139;18;;6354;0;;0;0;0;;0;0;0;0;0;0;15;0;203;11;0;13;;;;0;;101;0;0;0;;0;;0;18;0;0;49;;;0;0;0;;0;;27;;0;0;;0;0;;;;;0;;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;;;0;0;;;;;0;;0;;;;0;0;0;;;0;;;;;0;;0;;0;;0;0;0;108;7172
221;;;0;;0;;0;0;;0;0;0;0;46;;;;;;;;;257;;;;0;;;;;;;0;33;24;0;;;0;35350;55;0;0;0;0;0;21;270;;;0;0;0;74;0;0;0;;;0;;;0;;;54;;;;0;0;;0;0;;;0;;;;;;0;;0;;;;0;;;;0;;;;;0;;0;;0;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;567;36751
222;;;0;0;0;0;0;0;;0;0;;;;0;0;0;0;;0;;0;610;0;143;;21;;;;0;0;0;0;0;0;0;;0;0;57;75071;2143;0;0;0;20;32;77;65;19;0;23;0;222;0;31;;0;0;0;16;0;0;0;0;27;0;0;;17;39;0;0;12;0;31;13;0;13;;0;;82;;0;0;;0;;;0;0;14;0;0;23;0;0;13;67;21;51;0;0;0;0;0;0;;0;0;;;;;0;;;0;;;0;;;;0;;0;;;;;;0;;0;;0;0;0;;;;0;;;;;422;79395
223;;;;0;;;0;0;;;0;;;;;;;0;;0;;0;176;0;25;;0;;0;;0;0;;;0;;;;;0;11;1226;18618;0;;;12;0;34;25;0;0;0;0;67;0;0;0;0;;;11;;0;;;0;0;0;;0;17;0;;0;;0;0;0;0;;;;29;;;0;;;;0;;0;0;;;0;;0;0;12;0;11;;0;;0;0;0;;;;;;;0;;;;0;0;;;;0;;0;;;;;;;;;;;;;;;;;;0;;;;;71;20345
224;;;;;0;0;0;0;;0;;;0;;;;;;;;0;0;45;0;0;;0;;;;;;0;;0;;;;;;20;0;0;7964;;0;0;12;53;;0;;0;0;66;0;0;;0;0;;54;;0;;;;;;;0;0;0;0;0;;16;0;;0;;;0;0;;;;;0;;;;0;;;;0;;;;0;;15;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;;;;;12;514;8771
225;;;;;0;0;;;;;;;;0;0;;;;;;;;0;;;;17;;;;;;0;;;;;;;13;0;;;;2151;;;;16;0;0;;;;0;;0;;0;;;;;;;;;;0;;0;0;;;;;;0;;;;;;;;0;;;;;;;;;0;;;;;;;0;0;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;96;2293
226;;;;0;;;0;;;;;;;;;;;;;;;;39;;;;;;;;0;;;;;0;;;;;0;0;;0;0;5253;;0;42;;0;0;;;0;;0;0;;0;;0;;;;;0;;;0;0;0;;;;;;;;;;0;;0;;;;;;;;;;0;;;0;;;;;;0;0;0;;0;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;0;142;5476
227;;;;;0;0;0;0;;;0;0;;0;;;;;;;;;71;0;44;;0;;;;;0;0;;;;;;0;0;33;21;0;0;;;18792;22;12;0;0;0;25;0;115;0;0;;;0;0;38;0;;0;;0;0;0;;0;21;36;0;18;;188;18;;20;;0;;26;;0;0;;0;0;;0;0;0;0;;0;0;0;11;21;11;86;;0;0;0;0;;;0;;0;;0;;0;;;;0;0;;;0;;0;;;;;;0;;;;;;0;;;;;;0;;;;24;939;20592
228;;;;;;0;;0;0;0;0;0;;0;;;;;;;;0;28;;0;;12;;;0;0;;73;0;;27;0;;0;;0;11;0;0;;0;0;8399;18;0;0;0;24;0;55;0;0;0;;;0;0;0;0;;;131;0;;;0;19;0;0;0;0;0;0;;0;0;;;15;;0;0;;;;;0;0;;0;;27;;0;0;0;0;22;;;0;0;0;;;0;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;0;;;;;;0;;;0;0;105;8966
231;;;0;;14;0;0;14;0;0;12;0;0;31;0;;0;0;;12;0;0;0;0;0;;221;0;;0;;;0;179;21;182;280;27;14;21;266;18;0;30;13;24;21;29;29156;13;44;48;53;47;303;30;168;38;138;43;21;16;0;87;;0;283;;0;0;0;11;0;0;82;28;0;0;0;0;;0;;49;;0;;0;;;0;;0;;0;;0;0;0;0;0;0;31;0;0;0;0;0;0;;0;;0;;;;0;;;;0;0;;;;;;;;;;0;0;;;0;;0;;;;;;;0;;;0;;78;32196
232;;;;;0;;0;0;0;0;0;;;0;0;0;0;0;;37;0;0;0;0;0;;0;;;0;;0;;0;;0;0;0;0;0;;38;0;;0;;0;;17;7878;305;210;134;0;44;0;0;;0;;0;0;;14;0;0;0;;;0;;12;0;0;0;;0;0;0;50;0;0;0;19;;0;0;0;0;;0;0;0;13;0;;11;;0;22;0;0;22;0;0;0;12;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;;;0;;0;0;0;;0;;;;;;0;;;0;;72;8910
233;;;;0;0;0;;0;;0;0;0;0;0;0;;0;0;;214;0;0;0;0;0;0;0;0;;0;;0;;0;;0;14;0;0;0;0;0;0;0;;;0;0;96;378;24605;1142;531;0;101;0;15;0;11;18;29;18;0;0;0;0;0;;0;;0;0;25;0;12;;22;47;0;43;0;0;0;84;;16;0;0;;0;0;0;0;0;0;;35;0;0;137;12;16;41;0;0;0;0;0;0;;0;0;0;;0;;0;;0;;;;0;;0;0;;0;;0;;0;0;0;0;0;;0;0;;;;0;;13;0;;0;;167;27842
234;0;;0;0;0;0;0;0;0;0;20;0;0;0;0;0;;0;;641;431;0;0;0;0;;24;;0;0;0;0;0;0;;0;26;0;0;14;0;0;0;0;;;0;0;105;267;1399;164493;2280;24;261;29;40;0;46;44;56;82;;34;0;0;25;0;0;;28;66;91;0;44;0;131;451;15;68;0;31;0;351;;128;107;23;20;0;14;39;61;27;37;0;369;37;26;3132;108;173;441;0;59;23;24;0;19;;29;0;0;0;27;13;0;0;0;0;0;0;0;0;0;0;12;0;13;0;0;14;61;0;0;40;20;;74;0;0;0;15;0;113;0;0;29;;795;177739
235;0;;19;0;0;0;0;18;0;0;17;0;0;0;;;0;0;;199;32;14;12;0;13;;69;0;;0;0;;0;0;0;0;0;0;0;0;0;16;0;0;;;17;20;119;122;374;1353;27445;43;327;25;32;26;19;34;59;66;0;34;0;0;0;;0;0;0;26;113;0;73;34;73;86;0;120;0;14;;113;;32;12;0;0;0;0;0;11;0;12;0;71;12;0;387;27;42;128;;35;0;0;0;0;;11;0;0;;0;0;0;;0;0;0;0;0;;0;;0;;0;;;0;0;;0;0;0;;0;0;;0;0;0;24;;;0;12;287;32279
241;;;0;0;68;877;41;80;16;100;107;30;32;0;17;18;12;21;;0;0;;0;0;0;;33;77;0;0;15;0;0;0;29;0;146;0;0;13;0;0;;0;;;0;0;33;0;0;0;0;35603;1059;264;229;92;16;27;0;0;;89;11;0;0;0;;;1142;248;82;56;167;0;0;0;16;0;;44;0;600;0;41;14;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;13;;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;0;;;;;;;0;0;;;0;0;;;0;0;;;;0;;;0;0;830;42435
242;;;18;70;86;112;527;527;53;258;315;106;41;40;117;26;47;53;0;125;31;20;168;119;194;;1101;56;0;0;24;0;30;23;81;98;388;181;17;265;87;70;43;27;0;0;32;33;197;22;54;122;243;1031;79000;413;1093;519;128;40;42;323;0;319;26;0;44;0;0;0;186;493;476;203;1020;669;84;101;25;80;0;148;0;1285;0;530;46;13;0;18;0;0;0;0;29;0;59;0;18;43;54;29;133;0;39;0;0;14;13;;16;;;0;0;0;0;0;0;0;;0;0;0;;0;0;;0;0;0;17;0;0;0;0;0;;13;0;0;0;0;0;16;;;14;46;1769;96924
