;Computerisation Probability;soc10;isco08;ssyk12;ssyk3
1229;0.75;472044;7122;7112;711
1230;0.75;472044;7122;7122;712
1231;0.79;472042;7122;7112;711
1232;0.79;472042;7122;7122;712
1233;0.87;472041;7122;7112;711
1234;0.87;472041;7122;7122;712
1235;0.87;472043;7122;7112;711
1236;0.87;472043;7122;7122;712
1237;0.75;472141;7131;7131;713
1238;0.87;472142;7131;7131;713
1239;0.76;519011;8131;8131;813
1240;0.76;519011;8131;8132;813
1241;0.88;519012;8131;8131;813
1242;0.88;519012;8131;8132;813
1243;0.9;519195;8131;8131;813
1244;0.9;519195;8131;8132;813
1245;0.77;353011;5132;5132;513
1246;0.77;359021;9412;9412;941
1247;0.87;352021;9412;9412;941
1248;0.91;359011;9412;9412;941
1249;0.78;514031;8142;8142;814
1250;0.83;514023;8142;8142;814
1251;0.84;514034;8142;8142;814
1252;0.91;514191;8142;8142;814
1253;0.91;514021;8142;8142;814
1254;0.92;514193;8142;8142;814
1255;0.93;512091;8142;8142;814
1256;0.93;514022;8142;8142;814
1257;0.94;514032;8142;8142;814
1258;0.95;514072;8142;8142;814
1259;0.95;514033;8142;8142;814
1260;0.98;514035;8142;8142;814
1261;0.78;439011;3511;3511;351
1262;0.79;512011;8211;8211;821
1263;0.82;512031;8211;8211;821
1264;0.79;454022;8341;8341;834
1265;0.81;352011;9411;9411;941
1266;0.94;352015;9411;9411;941
1267;0.81;439022;4131;4119;411
1268;0.81;173024;3113;3113;311
1269;0.84;173023;3113;3113;311
1270;0.81;519192;8112;8112;811
1271;0.97;519021;8112;8112;811
1272;0.81;519192;8122;8121;812
1273;0.91;519121;8122;8121;812
1274;0.92;514193;8122;8121;812
1275;0.81;436013;3344;4117;411
1276;0.89;319094;3344;4117;411
1277;0.81;516021;9121;9120;912
1278;0.82;499045;7112;7112;711
1279;0.82;499045;7112;7114;711
1280;0.82;472021;7112;7112;711
1281;0.82;472021;7112;7114;711
1282;0.82;472072;8342;8342;834
1283;0.83;472071;8342;8342;834
1284;0.92;537031;8342;8342;834
1285;0.94;537032;8342;8342;834
1286;0.95;472073;8342;8342;834
1287;0.83;453011;9216;9210;921
1288;0.83;519023;8114;8114;811
1289;0.86;518099;8114;8114;811
1290;0.86;519032;8114;8114;811
1291;0.97;519021;8114;8114;811
1292;0.83;474091;7114;7113;711
1293;0.83;474091;7114;7119;711
1294;0.88;472053;7114;7113;711
1295;0.88;472053;7114;7119;711
1296;0.94;472051;7114;7113;711
1297;0.94;472051;7114;7119;711
1298;0.83;474091;7113;8116;811
1299;0.89;472022;7113;8116;811
1300;0.83;515112;7322;7322;732
1301;0.83;474071;9129;7134;713
1302;0.83;474071;9129;8151;815
1303;0.83;396011;9621;9621;962
1304;0.83;396011;9621;9622;962
1305;0.83;396011;9621;9629;962
1306;0.94;435021;9621;9621;962
1307;0.94;435021;9621;9622;962
1308;0.94;435021;9621;9629;962
1309;0.83;412012;5230;5230;523
1310;0.97;412011;5230;5230;523
1311;0.83;514023;8121;8122;812
1312;0.83;514023;8121;8129;812
1313;0.87;514052;8121;8122;812
1314;0.87;514052;8121;8129;812
1315;0.88;514051;8121;8122;812
1316;0.88;514051;8121;8129;812
1317;0.91;514191;8121;8122;812
1318;0.91;514191;8121;8129;812
1319;0.91;514021;8121;8122;812
1320;0.91;514021;8121;8129;812
1321;0.84;173023;3114;3113;311
1322;0.84;173023;3522;3113;311
1323;0.84;339032;5414;3360;336
1324;0.84;339032;5414;5413;541
1325;0.95;339031;5414;3360;336
1326;0.95;339031;5414;5413;541
1327;0.84;516052;7531;7531;753
1328;0.84;439081;4413;4119;411
1329;0.85;435041;9623;9629;962
1330;0.94;499091;9623;9629;962
1331;0.85;518091;3133;8192;819
1332;0.86;353041;5212;9520;952
1333;0.94;419091;5212;9520;952
1334;0.86;353041;5131;5131;513
1335;0.94;353031;5131;5131;513
1336;0.86;517041;8172;8173;817
1337;0.86;434021;4225;4221;422
1338;0.86;434021;4225;4222;422
1339;0.96;434171;4225;4221;422
1340;0.96;434171;4225;4222;422
1341;0.86;434021;4419;4114;411
1342;0.86;434021;4419;4119;411
1343;0.98;434151;4419;4114;411
1344;0.98;434151;4419;4119;411
1345;0.87;454011;9215;9210;921
1346;0.87;517021;7522;2651;265
1347;0.87;517021;7522;7522;752
1348;0.91;517032;7522;2651;265
1349;0.91;517032;7522;7522;752
1350;0.92;517011;7522;2651;265
1351;0.92;517011;7522;7522;752
1352;0.96;517031;7522;2651;265
1353;0.96;517031;7522;7522;752
1354;0.87;474051;9312;7114;711
1355;0.87;474051;9312;9310;931
1356;0.89;474061;9312;7114;711
1357;0.89;474061;9312;9310;931
1358;0.88;435061;4322;1322;132
1359;0.88;435061;4322;4115;411
1360;0.88;435061;4322;4322;432
1361;0.88;519141;8189;8189;818
1362;0.88;519141;8189;8213;821
1363;0.88;519141;8189;9629;962
1364;0.93;519193;8189;8189;818
1365;0.93;519193;8189;8213;821
1366;0.93;519193;8189;9629;962
1367;0.93;537011;8189;8189;818
1368;0.93;537011;8189;8213;821
1369;0.93;537011;8189;9629;962
1370;0.95;519191;8189;8189;818
1371;0.95;519191;8189;8213;821
1372;0.95;519191;8189;9629;962
1373;0.88;514051;3135;8193;819
1374;0.88;514194;7224;7224;722
1375;0.97;519022;7224;7224;722
1376;0.89;513011;7512;7612;761
1377;0.89;499096;7215;7215;721
1378;0.89;518021;8182;8191;819
1379;0.89;516031;8153;8159;815
1380;0.9;434161;4416;4112;411
1381;0.9;472181;7121;7121;712
1382;0.9;132021;3315;3314;331
1383;0.98;131031;3315;3314;331
1384;0.98;131032;3315;3314;331
1385;0.91;359011;5246;9413;941
1386;0.92;353021;5246;9413;941
1387;0.96;353022;5246;9413;941
1388;0.92;439071;4415;4410;441
1389;0.97;434071;4415;4410;441
1390;0.92;292052;3213;3213;321
1391;0.92;434131;4312;4113;411
1392;0.92;434131;4312;4119;411
1393;0.97;434041;4312;4113;411
1394;0.97;434041;4312;4119;411
1395;0.98;434011;4312;4113;411
1396;0.98;434011;4312;4119;411
1397;0.98;439041;4312;4113;411
1398;0.98;439041;4312;4119;411
1399;0.99;434141;4312;4113;411
1400;0.99;434141;4312;4119;411
1401;0.92;519123;7316;7319;731
1402;0.98;519194;7316;7319;731
1403;0.92;412031;5223;5222;522
1404;0.92;412031;5223;5223;522
1405;0.92;412031;5223;5226;522
1406;0.98;412022;5223;5222;522
1407;0.98;412022;5223;5223;522
1408;0.98;412022;5223;5226;522
1409;0.93;537081;9612;9610;961
1410;0.93;132081;3352;3352;335
1411;0.93;514022;7221;7221;722
1412;0.94;132011;2411;2411;241
1413;0.94;132011;2411;2412;241
1414;0.94;132031;2411;2411;241
1415;0.94;132031;2411;2412;241
1416;0.99;132082;2411;2411;241
1417;0.99;132082;2411;2412;241
1418;0.94;435021;9331;8329;832
1419;0.94;434111;4227;4226;422
1420;0.94;419091;5211;5230;523
1421;0.94;419091;5211;9520;952
1422;0.94;419091;5243;5241;524
1423;0.94;419091;9520;9520;952
1424;0.94;371011;5151;1292;129
1425;0.94;371011;5151;5151;515
1426;0.94;371011;5152;5151;515
1427;0.94;452011;3359;3359;335
1428;0.95;433011;4214;4212;421
1429;0.95;434121;4411;4410;441
1430;0.99;254031;4411;4410;441
1431;0.95;515113;7323;2651;265
1432;0.95;515113;7323;7323;732
1433;0.95;373011;9214;9210;921
1434;0.95;435051;4211;3312;331
1435;0.95;435051;4211;5230;523
1436;0.98;433071;4211;3312;331
1437;0.98;433071;4211;5230;523
1438;0.95;519071;7313;7312;731
1439;0.96;435032;4323;4323;432
1440;0.96;434171;4226;4225;422
1441;0.96;439061;4110;4116;411
1442;0.96;439061;4110;4119;411
1443;0.96;439061;4110;4430;443
1444;0.98;433061;4110;4116;411
1445;0.98;433061;4110;4119;411
1446;0.98;433061;4110;4430;443
1447;0.96;432011;4223;4223;422
1448;0.96;432011;4223;5414;541
1449;0.97;432021;4223;4223;422
1450;0.97;432021;4223;5414;541
1451;0.96;436014;4120;4119;411
1452;0.96;516064;8151;8159;815
1453;0.96;433021;4311;4111;411
1454;0.98;433031;4311;4111;411
1455;0.97;517042;7523;7523;752
1456;0.97;512092;8219;8213;821
1457;0.97;512092;8219;8214;821
1458;0.97;512092;8219;8219;821
1459;0.97;516042;8156;8159;815
1460;0.97;131074;3333;3333;333
1461;0.97;516061;8154;8151;815
1462;0.97;412021;5249;5226;522
1463;0.97;194011;3142;2134;213
1464;0.97;194011;3142;3215;321
1465;0.97;194011;3142;6113;611
1466;0.97;433051;4313;4112;411
1467;0.98;419012;5241;5241;524
1468;0.98;433031;3313;3313;331
1469;0.98;433031;3313;4430;443
1470;0.98;436012;3342;3342;334
1471;0.98;435071;3331;3331;333
1472;0.99;435011;3331;3331;333
1473;0.98;519111;8183;8181;818
1474;0.99;439021;4132;4119;411
1475;0.99;519151;8132;8132;813
1476;0.99;419041;5244;5242;524
