,cost,intersection,union,A_m,A_e,time,a,delta_u,delta_ny,gamma_u,timestep
27,3.2523000861402878,0.0,3.2523000861402878,1.0800832841175536,2.172216802022734,0 days 00:00:47.254265000,0.0225,0.008,0.005,0.075,3.1
28,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:47.345157000,0.015,0.008,0.005,0.08,3.1
29,2.880459844369194,0.0,2.880459844369194,0.7082430423464597,2.172216802022734,0 days 00:00:47.123747000,0.0175,0.008,0.005,0.08,3.1
30,3.0792995547613904,0.0,3.0792995547613904,0.9070827527386565,2.172216802022734,0 days 00:00:46.923466000,0.02,0.008,0.005,0.08,3.1
31,3.3015291576031482,0.0,3.3015291576031482,1.129312355580414,2.172216802022734,0 days 00:00:46.942854000,0.0225,0.008,0.005,0.08,3.1
32,2.5894071574461384,0.0,2.5894071574461384,0.4171903554234044,2.172216802022734,0 days 00:00:47.487348000,0.015,0.008,0.006,0.05,3.1
33,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:47.197833000,0.0175,0.008,0.006,0.05,3.1
34,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:46.904336000,0.02,0.008,0.006,0.05,3.1
35,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:47.168996000,0.0225,0.008,0.006,0.05,3.1
36,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:48.467356000,0.015,0.008,0.006,0.06,3.1
37,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:53.150582000,0.0175,0.008,0.006,0.06,3.1
38,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:51.257144000,0.02,0.008,0.006,0.06,3.1
39,3.15273390044818,0.0,3.15273390044818,0.980517098425446,2.172216802022734,0 days 00:00:46.378450000,0.0225,0.008,0.006,0.06,3.1
40,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:46.880977000,0.015,0.008,0.006,0.075,3.1
41,2.885661680884697,0.0,2.885661680884697,0.7134448788619628,2.172216802022734,0 days 00:00:47.217265000,0.0175,0.008,0.006,0.075,3.1
42,3.077971648899698,0.0,3.077971648899698,0.9057548468769643,2.172216802022734,0 days 00:00:47.979395000,0.02,0.008,0.006,0.075,3.1
43,3.2889128736072046,0.0,3.2889128736072046,1.1166960715844705,2.172216802022734,0 days 00:00:47.828095000,0.0225,0.008,0.006,0.075,3.1
44,N/A,N/A,N/A,N/A,2.172216802022734,0 days 00:00:48.057295000,0.015,0.008,0.006,0.08,3.1
45,2.9068127004178033,0.0,2.9068127004178033,0.7345958983950693,2.172216802022734,0 days 00:00:47.969487000,0.0175,0.008,0.006,0.08,3.1
46,3.1036612334552958,0.0,3.1036612334552958,0.9314444314325614,2.172216802022734,0 days 00:00:47.800751000,0.02,0.008,0.006,0.08,3.1
47,3.3185819333186375,0.0,3.3185819333186375,1.1463651312959033,2.172216802022734,0 days 00:00:47.952707000,0.0225,0.008,0.006,0.08,3.1
48,2.3866260335890823,0.06531895408424898,2.4519449876733312,0.3450471397348457,2.172216802022734,0 days 00:00:48.258993000,0.015,0.009,0.004,0.05,3.1
49,2.4244873162069713,0.09648948842866764,2.520976804635639,0.4452494910415728,2.172216802022734,0 days 00:00:53.465791000,0.0175,0.009,0.004,0.05,3.1
50,2.4598380212259277,0.13542408624458396,2.5952621074705116,0.5584693916923625,2.172216802022734,0 days 00:00:54.472455000,0.02,0.009,0.004,0.05,3.1
51,2.492119097559421,0.1824996221881724,2.6746187197475937,0.6849015399130323,2.172216802022734,0 days 00:00:53.376741000,0.0225,0.009,0.004,0.05,3.1
52,1.9607146730896239,0.29689108224011884,2.2576057553297426,0.3822800355471273,2.172216802022734,0 days 00:00:53.605144000,0.015,0.009,0.004,0.06,3.1
53,1.9240257138293377,0.3744758075385294,2.298501521367867,0.5007605268836642,2.172216802022734,0 days 00:00:48.820162000,0.0175,0.009,0.004,0.06,3.1
54,1.8921234826618885,0.4578728649904353,2.349996347652324,0.635652410620027,2.172216802022734,0 days 00:00:49.935625000,0.02,0.009,0.004,0.06,3.1
55,1.872640552249819,0.5433877346969174,2.4160282869467364,0.7871992196209181,2.172216802022734,0 days 00:00:43.702181000,0.0225,0.009,0.004,0.06,3.1
