"ekonomisk indikator","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03"
"Arbetade timmar, tusental",141170.0,141260.0,141430.0,141650.0,141900.0,142190.0,142480.0,142770.0,143040.0,143300.0,143540.0,143790.0,144030.0,144290.0,144580.0,144880.0,145200.0,145510.0,145800.0,146030.0,146180.0,146230.0,146210.0,146130.0,146020.0,145910.0,145820.0,145800.0,145870.0,146030.0,146300.0,146660.0,147120.0,147660.0,148220.0,148780.0,149300.0,149750.0,150120.0,150380.0,150550.0,150640.0,150660.0,150630.0,150580.0,150560.0,150580.0,150660.0,150810.0,151030.0,151320.0,151640.0,151970.0,152300.0,152630.0,152970.0,153290.0,153600.0,153890.0,154150.0,154360.0,154520.0,154640.0,154710.0,154750.0,154770.0,154760.0,154740.0,154710.0,154660.0,154600.0,154530.0,154450.0,154380.0,154300.0,154230.0,154180.0,154160.0,154150.0,154160.0,154180.0,154190.0,154170.0,154130.0,154060.0,153980.0,149980.0
